store_id,state_abb,state_name,nj,chain_name,market,company_owned,affected_pct,period,post,nj_after,min_wage,fte_employment,starting_wage,hours_open,soda_price,fries_price,entree_price,registers,registers_11am
259,NJ,New Jersey,1,Burger King,Southern NJ,0,0.5,After,1,1,5.05,26.5,5.05,14.5,1.05,,0.84,3,3
260,NJ,New Jersey,1,Burger King,Southern NJ,1,1,Before,0,0,4.25,24,4.25,16,1.06,0.93,0.88,4,2
260,NJ,New Jersey,1,Burger King,Southern NJ,1,1,After,1,1,5.05,22,5.05,16,1.09,0.94,0.93,3,3
262,NJ,New Jersey,1,Burger King,Southern NJ,0,0.78,Before,0,0,4.25,16.5,4.25,16.5,1.06,0.95,1.06,4,4
262,NJ,New Jersey,1,Burger King,Southern NJ,0,0.78,After,1,1,5.05,14.25,5.05,17.5,1.08,1.02,0.87,3,3
264,NJ,New Jersey,1,Burger King,Southern NJ,0,0.6,Before,0,0,4.25,7,4.25,15,1.02,0.88,0.91,2,2
264,NJ,New Jersey,1,Burger King,Southern NJ,0,0.6,After,1,1,5.05,16.5,5.05,16,1.05,1.11,0.94,3,3
265,NJ,New Jersey,1,Burger King,Southern NJ,0,1,Before,0,0,4.25,11,4.25,16,1.02,0.88,0.94,3,3
265,NJ,New Jersey,1,Burger King,Southern NJ,0,1,After,1,1,5.05,0,,,,,,,
267,NJ,New Jersey,1,Burger King,Southern NJ,0,0.8,Before,0,0,4.25,19.5,4.25,16,0.9,0.8,0.8,3,2
267,NJ,New Jersey,1,Burger King,Southern NJ,0,0.8,After,1,1,5.05,47.5,5.05,16,1.05,0.88,0.91,3,2
268,NJ,New Jersey,1,Burger King,Southern NJ,1,0,Before,0,0,4.25,23,5,15,1.02,0.85,0.85,5,4
268,NJ,New Jersey,1,Burger King,Southern NJ,1,0,After,1,1,5.05,23.25,5.05,15,0.94,0.78,0.84,4,4
269,NJ,New Jersey,1,KFC,Southern NJ,1,0.33,Before,0,0,4.25,10,4.45,10,0.95,0.69,1.5,4,3
269,NJ,New Jersey,1,KFC,Southern NJ,1,0.33,After,1,1,5.05,15.5,5.05,11,0.94,0.73,2.32,4,3
271,NJ,New Jersey,1,KFC,Southern NJ,1,0.38,Before,0,0,4.25,8.5,5,11,1.02,0.79,2.34,4,2
271,NJ,New Jersey,1,KFC,Southern NJ,1,0.38,After,1,1,5.05,10.5,5.05,12,0.9,0.73,2.28,4,3
272,NJ,New Jersey,1,KFC,Southern NJ,1,0,Before,0,0,4.25,12.5,5.05,11,0.95,0.74,2.34,4,2
272,NJ,New Jersey,1,KFC,Southern NJ,1,0,After,1,1,5.05,12,5.25,12,0.94,0.73,2.32,4,3
273,NJ,New Jersey,1,KFC,Southern NJ,1,0.95,Before,0,0,4.25,13,4.62,10,0.95,0.74,2.34,4,3
273,NJ,New Jersey,1,KFC,Southern NJ,1,0.95,After,1,1,5.05,10.5,5.05,10,0.95,0.74,2.32,4,3
274,NJ,New Jersey,1,KFC,Southern NJ,1,0.27,Before,0,0,4.25,9.5,5.5,10,0.91,0.74,2.34,4,3
274,NJ,New Jersey,1,KFC,Southern NJ,1,0.27,After,1,1,5.05,9.5,5.05,11,,,2.32,,
275,NJ,New Jersey,1,KFC,Southern NJ,1,0.38,Before,0,0,4.25,10,4.25,11,0.95,0.79,2.34,4,3
275,NJ,New Jersey,1,KFC,Southern NJ,1,0.38,After,1,1,5.05,7,5.05,10.5,0.94,0.73,2.32,4,2
276,NJ,New Jersey,1,KFC,Southern NJ,1,0,Before,0,0,4.25,13,5,10.5,0.95,0.74,2.19,4,3
276,NJ,New Jersey,1,KFC,Southern NJ,1,0,After,1,1,5.05,15.5,5.05,12,0.95,0.73,2.32,5,3
277,NJ,New Jersey,1,KFC,Southern NJ,1,0.1,Before,0,0,4.25,12.5,4.25,10,0.95,0.85,2.34,3,3
277,NJ,New Jersey,1,KFC,Southern NJ,1,0.1,After,1,1,5.05,11,5.05,10,0.94,0.73,2.32,3,3
278,NJ,New Jersey,1,KFC,Southern NJ,1,0.43,Before,0,0,4.25,8,4.25,10,0.95,0.74,2.19,4,3
278,NJ,New Jersey,1,KFC,Southern NJ,1,0.43,After,1,1,5.05,8.5,5.05,11,0.95,0.73,2.32,5,3
282,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.25,Before,0,0,4.25,12,4.25,16,1.06,0.91,0.79,4,3
282,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.25,After,1,1,5.05,0,,,,,,,
284,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.88,Before,0,0,4.25,20.5,4.5,16,1.02,0.91,0.91,5,4
284,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.88,After,1,1,5.05,15,5.05,16,1.01,1.01,0.94,4,3
285,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.7,Before,0,0,4.25,18.5,4.75,16,1.02,0.91,0.8,4,2
285,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.7,After,1,1,5.05,13.5,5.05,16,1.01,1.01,1.01,4,2
286,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.66,Before,0,0,4.25,11.5,4.75,11.5,1.12,,0.95,2,1
286,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.66,After,1,1,5.05,12.5,5.05,11.5,1.02,1.01,0.94,2,1
287,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.7,Before,0,0,4.25,15,4.5,16,1.06,0.91,0.95,5,3
287,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.7,After,1,1,5.05,12.5,5.05,16,1.01,1.01,0.94,5,3
288,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.15,Before,0,0,4.25,13,4.75,16,1.02,0.95,0.95,6,4
288,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.15,After,1,1,5.05,12.5,5.05,16,1.01,1.01,0.89,5,2
289,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.5,Before,0,0,4.25,10,4.25,16,1.02,0.95,0.95,5,3
289,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.5,After,1,1,5.05,10,5.05,15,1.01,1.01,2,6,3
290,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.35,Before,0,0,4.25,17,4.75,12.5,0.95,0.89,0.95,2,2
290,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.35,After,1,1,5.05,13.5,5.05,11.5,1,0.85,0.94,2,2
291,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.25,Before,0,0,4.25,17,4.55,11.5,0.95,0.86,0.95,2,2
291,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.25,After,1,1,5.05,16,5.1,11.5,1,0.85,0.94,2,2
292,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.02,Before,0,0,4.25,20.5,4.8,16,0.95,0.92,0.95,2,1
292,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.02,After,1,1,5.05,23.5,5.05,16,1,0.84,2.69,2,2
294,NJ,New Jersey,1,Burger King,Northern NJ,0,0.7,Before,0,0,4.25,20.5,,16,1.06,0.95,0.95,3,3
294,NJ,New Jersey,1,Burger King,Northern NJ,0,0.7,After,1,1,5.05,20.5,5.05,16,1.05,0.94,0.94,3,2
296,NJ,New Jersey,1,Burger King,Northern NJ,1,0.5,Before,0,0,4.25,17,5.3,16,1.06,0.95,1.01,3,3
296,NJ,New Jersey,1,Burger King,Northern NJ,1,0.5,After,1,1,5.05,14.5,5.05,16,1.05,0.94,1,3,2
297,NJ,New Jersey,1,Burger King,Northern NJ,1,1,Before,0,0,4.25,19.5,4.25,16,1.06,0.91,0.98,3,3
297,NJ,New Jersey,1,Burger King,Northern NJ,1,1,After,1,1,5.05,34,5.05,16,1.05,0.94,0.98,3,2
299,NJ,New Jersey,1,KFC,Northern NJ,1,0,Before,0,0,4.25,9,5,11.5,1.06,0.85,2.34,3,2
299,NJ,New Jersey,1,KFC,Northern NJ,1,0,After,1,1,5.05,14,5.05,11.5,1.05,0.84,2.32,3,2
301,NJ,New Jersey,1,KFC,Northern NJ,1,0,Before,0,0,4.25,19,5,10.5,1.06,0.85,2.34,3,1
301,NJ,New Jersey,1,KFC,Northern NJ,1,0,After,1,1,5.05,6.5,5.05,10.5,0.94,0.84,2.32,3,2
303,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.28,Before,0,0,4.25,30.5,4.35,17,1.12,1,1.02,6,5
303,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.28,After,1,1,5.05,32.5,5.05,16,1.05,1.05,1.05,5,3
304,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0.5,Before,0,0,4.25,23,4.5,17,1.27,1.27,2.24,5,3
304,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0.5,After,1,1,5.05,21.5,5.05,24,1.4,1.29,1.05,5,5
305,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,,Before,0,0,4.25,13,4.39,17,1.27,1.27,1.06,5,4
305,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,,After,1,1,5.05,20,5.05,18,1.37,1.31,1.05,5,4
306,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,,Before,0,0,4.25,25.5,,17,1.02,,1.06,4,4
306,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,,After,1,1,5.05,19,5.05,18,1.11,1.05,1.05,,2
307,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.9,Before,0,0,4.25,30.25,4.25,18,1.19,1.19,1.06,5,5
307,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.9,After,1,1,5.05,43.5,5.2,24,1.26,,1.05,5,5
310,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.61,Before,0,0,4.25,18,4.25,11.5,0.91,0.91,1.94,2,1
310,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.61,After,1,1,5.05,17.5,5.05,11.5,0.97,0.9,2.06,2,2
311,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.78,Before,0,0,4.25,19,,11.5,0.91,0.91,1.06,2,2
311,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.78,After,1,1,5.05,53,5.05,11.5,1.01,0.95,1.05,2,2
312,NJ,New Jersey,1,Burger King,Southern NJ,0,1,Before,0,0,4.25,10,4.25,11,1.22,1.06,0.93,3,1
312,NJ,New Jersey,1,Burger King,Southern NJ,0,1,After,1,1,5.05,7,5.05,10,1.26,1.05,1.02,3,1
314,NJ,New Jersey,1,Burger King,Southern NJ,0,0.8,Before,0,0,4.25,17,4.62,15,1.06,0.95,0.91,3,2
314,NJ,New Jersey,1,Burger King,Southern NJ,0,0.8,After,1,1,5.05,22,5.25,16,1.05,0.74,0.94,3,3
315,NJ,New Jersey,1,Burger King,Southern NJ,0,0.65,Before,0,0,4.25,16.5,,16,1,0.85,0.88,3,2
315,NJ,New Jersey,1,Burger King,Southern NJ,0,0.65,After,1,1,5.05,16.5,5.05,16,1.05,0.84,0.87,3,2
316,NJ,New Jersey,1,Burger King,Southern NJ,1,0.1,Before,0,0,4.25,25.5,4.62,16,1.06,0.92,0.87,3,2
316,NJ,New Jersey,1,Burger King,Southern NJ,1,0.1,After,1,1,5.05,22,5.05,16,1.05,0.94,0.94,,
317,NJ,New Jersey,1,Burger King,Southern NJ,0,1,Before,0,0,4.25,6,4.25,12,1.22,0.93,0.96,3,1
317,NJ,New Jersey,1,Burger King,Southern NJ,0,1,After,1,1,5.05,7,5.05,10.5,1.26,1.05,1.05,2,1
318,NJ,New Jersey,1,KFC,Southern NJ,0,0.36,Before,0,0,4.25,11.5,4.75,12,1.23,0.98,2.61,3,3
318,NJ,New Jersey,1,KFC,Southern NJ,0,0.36,After,1,1,5.05,14,5.05,11.5,1.11,0.95,2.59,3,3
319,NJ,New Jersey,1,KFC,Southern NJ,0,,Before,0,0,4.25,8.5,4.62,12.5,1.06,0.85,3.95,,
319,NJ,New Jersey,1,KFC,Southern NJ,0,,After,1,1,5.05,27,5.05,11.5,0.95,0.9,2.43,4,3
320,NJ,New Jersey,1,KFC,Southern NJ,0,0,Before,0,0,4.25,11.5,5,12,1.12,0.8,2.45,4,4
320,NJ,New Jersey,1,KFC,Southern NJ,0,0,After,1,1,5.05,10,5.05,11,1.05,0.84,2.43,4,3
321,NJ,New Jersey,1,KFC,Southern NJ,0,0.1,Before,0,0,4.25,13,5,12.5,1.12,0.85,2.45,4,2
321,NJ,New Jersey,1,KFC,Southern NJ,0,0.1,After,1,1,5.05,11.5,5.05,12,1.05,0.84,2.43,4,3
322,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.25,Before,0,0,4.25,18.5,4.75,16,1.06,1.06,1.02,6,2
322,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.25,After,1,1,5.05,18.5,5.05,15,0.96,1.01,0.94,6,3
324,NJ,New Jersey,1,Roy Rogers,Southern NJ,0,0,Before,0,0,4.25,48,5.25,24,1.18,1.06,,5,2
324,NJ,New Jersey,1,Roy Rogers,Southern NJ,0,0,After,1,1,5.05,46.5,5.05,24,1.22,1.05,1.05,5,2
325,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.5,Before,0,0,4.25,15.5,4.5,15,1.09,1.06,0.79,6,3
325,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.5,After,1,1,5.05,11.5,5.05,15,1.02,1.01,1.01,6,3
326,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.07,Before,0,0,4.25,45.5,5.15,24,1.26,0.99,,4,3
326,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.07,After,1,1,5.05,26.5,5.05,24,1.22,,1.05,4,2
330,NJ,New Jersey,1,Wendy's,Southern NJ,0,0,Before,0,0,4.25,15,5.42,15.5,1.01,0.86,0.95,2,2
330,NJ,New Jersey,1,Wendy's,Southern NJ,0,0,After,1,1,5.05,16,5.67,14.5,0.94,0.79,1.26,2,2
333,NJ,New Jersey,1,Burger King,Central NJ,0,1,Before,0,0,4.25,14.25,4.25,15,1.02,0.88,0.82,4,
333,NJ,New Jersey,1,Burger King,Central NJ,0,1,After,1,1,5.05,16,5.05,15,1.04,0.87,0.87,3,3
334,NJ,New Jersey,1,Burger King,Southern NJ,0,0,Before,0,0,4.25,18,5,12.5,0.91,0.91,0.91,3,3
334,NJ,New Jersey,1,Burger King,Southern NJ,0,0,After,1,1,5.05,13,5.05,12.5,0.9,0.9,0.85,3,2
335,NJ,New Jersey,1,Burger King,Southern NJ,1,1,Before,0,0,4.25,17,,17,1.06,0.92,0.92,5,2
335,NJ,New Jersey,1,Burger King,Southern NJ,1,1,After,1,1,5.05,16.5,5.05,17,1.05,0.94,0.94,5,2
336,NJ,New Jersey,1,Burger King,Southern NJ,0,0.8,Before,0,0,4.25,38,4.5,15,1.02,0.91,0.93,3,2
336,NJ,New Jersey,1,Burger King,Southern NJ,0,0.8,After,1,1,5.05,25,5.05,16,0.95,1.05,0.94,3,3
337,NJ,New Jersey,1,Burger King,Southern NJ,1,0.9,Before,0,0,4.25,24.75,4.87,17,1.06,0.93,0.93,4,3
337,NJ,New Jersey,1,Burger King,Southern NJ,1,0.9,After,1,1,5.05,30.5,5.05,17,,,,,
339,NJ,New Jersey,1,Burger King,Southern NJ,1,0.7,Before,0,0,4.25,23,4.25,16,1.06,0.85,0.95,3,3
339,NJ,New Jersey,1,Burger King,Southern NJ,1,0.7,After,1,1,5.05,11.5,5.05,16,0.95,0.95,0.95,3,3
340,NJ,New Jersey,1,Burger King,Southern NJ,0,0.3,Before,0,0,4.25,24,4.25,14.5,0.96,0.95,0.85,5,4
340,NJ,New Jersey,1,Burger King,Southern NJ,0,0.3,After,1,1,5.05,25.5,5.05,16,1.05,0.84,0.84,5,4
341,NJ,New Jersey,1,KFC,Southern NJ,1,0.33,Before,0,0,4.25,7.5,4.62,9.5,0.95,0.74,2.34,3,3
341,NJ,New Jersey,1,KFC,Southern NJ,1,0.33,After,1,1,5.05,9.5,5.05,11,0.9,0.84,2.32,4,2
343,NJ,New Jersey,1,KFC,Southern NJ,1,0.43,Before,0,0,4.25,15,4.75,10.5,0.95,0.74,2.34,4,3
343,NJ,New Jersey,1,KFC,Southern NJ,1,0.43,After,1,1,5.05,11.5,5.05,12,0.95,0.85,2.32,4,3
346,NJ,New Jersey,1,KFC,Southern NJ,1,,Before,0,0,4.25,9.25,4.25,10,0.95,,,4,3
346,NJ,New Jersey,1,KFC,Southern NJ,1,,After,1,1,5.05,12,,11,0.85,,,,
348,NJ,New Jersey,1,Roy Rogers,Central NJ,1,0.75,Before,0,0,4.25,11.25,4.25,10.5,1.02,1.06,0.95,3,2
348,NJ,New Jersey,1,Roy Rogers,Central NJ,1,0.75,After,1,1,5.05,0,,,,,,,
349,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.1,Before,0,0,4.25,21,5,16,1.12,0.91,0.95,3,3
349,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.1,After,1,1,5.05,14,5.05,15,1.01,1.01,0.94,3,3
350,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.6,Before,0,0,4.25,16.5,4.75,16,1.06,0.91,1.12,5,
350,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.6,After,1,1,5.05,17,5.05,17,1.01,1.01,0.89,5,4
351,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,,Before,0,0,4.25,18.75,4.25,16,1.02,0.9,0.95,4,3
351,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,,After,1,1,5.05,24,5.05,16,1.01,1.01,0.73,4,2
354,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.1,Before,0,0,4.25,20.5,5.06,10.5,0.95,0.86,0.95,2,2
354,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.1,After,1,1,5.05,15.5,5.05,10.5,1,0.85,0.94,2,2
355,NJ,New Jersey,1,Wendy's,Central NJ,0,1,Before,0,0,4.25,13.5,4.87,11.5,0.95,0.92,0.95,2,2
355,NJ,New Jersey,1,Wendy's,Central NJ,0,1,After,1,1,5.05,13.5,,11.5,1,0.85,0.89,2,2
356,NJ,New Jersey,1,Wendy's,Southern NJ,0,0,Before,0,0,4.25,20.5,5.05,11.5,0.95,0.8,1.06,2,2
356,NJ,New Jersey,1,Wendy's,Southern NJ,0,0,After,1,1,5.05,18,5.05,11.5,1,0.85,1.05,2,2
357,NJ,New Jersey,1,Wendy's,Northern NJ,0,1,Before,0,0,4.25,17.5,5,11.5,0.95,0.86,0.95,2,2
357,NJ,New Jersey,1,Wendy's,Northern NJ,0,1,After,1,1,5.05,27,5.25,12.5,1,0.84,2.35,2,2
359,NJ,New Jersey,1,Burger King,Southern NJ,1,1,Before,0,0,4.25,15,4.25,15,1.02,0.85,0.82,3,3
359,NJ,New Jersey,1,Burger King,Southern NJ,1,1,After,1,1,5.05,17,5.05,16,1.05,0.87,0.82,3,2
360,NJ,New Jersey,1,Burger King,Southern NJ,0,1,Before,0,0,4.25,17.5,4.25,15,1.06,0.84,0.89,3,3
360,NJ,New Jersey,1,Burger King,Southern NJ,0,1,After,1,1,5.05,28,5.05,16,1.05,0.87,0.82,3,3
361,NJ,New Jersey,1,Burger King,Southern NJ,0,1,Before,0,0,4.25,17.5,4.25,16,1.02,0.91,0.85,3,3
361,NJ,New Jersey,1,Burger King,Southern NJ,0,1,After,1,1,5.05,21.5,5.05,16,0.9,0.93,0.92,3,2
363,NJ,New Jersey,1,KFC,Southern NJ,0,0.75,Before,0,0,4.25,15.5,4.25,12.5,1.06,0.8,2.45,4,3
363,NJ,New Jersey,1,KFC,Southern NJ,0,0.75,After,1,1,5.05,19.5,5.2,12.5,1.01,0.8,2.43,4,4
364,NJ,New Jersey,1,KFC,Southern NJ,0,,Before,0,0,4.25,16.5,4.25,12,0.95,0.85,2.45,4,4
364,NJ,New Jersey,1,KFC,Southern NJ,0,,After,1,1,5.05,20,5.05,12.5,1.05,0.84,2.43,5,3
366,NJ,New Jersey,1,Roy Rogers,Southern NJ,0,0.5,Before,0,0,4.25,13.5,4.5,11.5,1.02,0.91,0.63,5,4
366,NJ,New Jersey,1,Roy Rogers,Southern NJ,0,0.5,After,1,1,5.05,14.5,5.05,11.5,1.01,0.9,0.63,4,3
368,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.2,Before,0,0,4.25,13,4.25,12.5,0.89,0.86,0.95,2,1
368,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.2,After,1,1,5.05,14.5,5.05,11.5,1,0.85,0.95,2,2
369,NJ,New Jersey,1,Burger King,Northern NJ,1,0.87,Before,0,0,4.25,11.5,4.35,15,1.17,1.06,1.17,3,2
369,NJ,New Jersey,1,Burger King,Northern NJ,1,0.87,After,1,1,5.05,0,,,,,,,
370,NJ,New Jersey,1,Burger King,Northern NJ,0,0.8,Before,0,0,4.25,29.05,4.85,16,1.06,0.95,0.95,3,2
370,NJ,New Jersey,1,Burger King,Northern NJ,0,0.8,After,1,1,5.05,31.5,5.05,16,,,,3,2
371,NJ,New Jersey,1,Burger King,Northern NJ,0,1,Before,0,0,4.25,27.5,5,16,1.06,1.02,0.95,3,3
371,NJ,New Jersey,1,Burger King,Northern NJ,0,1,After,1,1,5.05,27,5.25,16,,,,4,2
372,NJ,New Jersey,1,Burger King,Northern NJ,1,0.3,Before,0,0,4.25,27.5,,19,1.1,0.95,1.1,4,
372,NJ,New Jersey,1,Burger King,Northern NJ,1,0.3,After,1,1,5.05,45,5.05,18.5,1.06,1.05,1.04,4,3
373,NJ,New Jersey,1,Burger King,Northern NJ,1,1,Before,0,0,4.25,24,5,15.5,1.01,0.95,1.03,6,3
373,NJ,New Jersey,1,Burger King,Northern NJ,1,1,After,1,1,5.05,29.5,5.05,15.5,1.1,0.94,1.02,6,5
375,NJ,New Jersey,1,Burger King,Northern NJ,0,0,Before,0,0,4.25,34,5.25,15,1.02,0.8,,4,2
375,NJ,New Jersey,1,Burger King,Northern NJ,0,0,After,1,1,5.05,16.5,5.5,15,1.05,0.94,1.01,3,3
376,NJ,New Jersey,1,Burger King,Northern NJ,0,,Before,0,0,4.25,13,4.5,14,0.95,0.95,0.96,8,4
376,NJ,New Jersey,1,Burger King,Northern NJ,0,,After,1,1,5.05,11.5,5.05,14,1.26,1.01,1,3,3
377,NJ,New Jersey,1,Burger King,Northern NJ,0,0.9,Before,0,0,4.25,18,4.25,14,1.06,0.95,0.95,3,2
377,NJ,New Jersey,1,Burger King,Northern NJ,0,0.9,After,1,1,5.05,20,5.05,14,1.05,0.95,0.94,3,1
378,NJ,New Jersey,1,Burger King,Northern NJ,1,,Before,0,0,4.25,18,5,18.5,1.1,0.96,1.1,5,5
378,NJ,New Jersey,1,Burger King,Northern NJ,1,,After,1,1,5.05,31.5,5.05,19,1.05,0.99,1.03,6,4
379,NJ,New Jersey,1,Burger King,Northern NJ,0,0.3,Before,0,0,4.25,30,4.62,16,1.06,1.06,0.95,3,2
379,NJ,New Jersey,1,Burger King,Northern NJ,0,0.3,After,1,1,5.05,34,5.05,16,1.06,1.06,1.06,3,2
380,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,Before,0,0,4.25,20.5,4.5,16,1.06,0.95,0.95,3,2
380,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,After,1,1,5.05,25,5.05,16,1.05,0.94,0.94,3,2
381,NJ,New Jersey,1,Burger King,Northern NJ,0,0,Before,0,0,4.25,24,5,16.5,1.27,1.17,1.1,4,2
381,NJ,New Jersey,1,Burger King,Northern NJ,0,0,After,1,1,5.05,27.5,5.05,16.5,1.37,1.16,1.16,4,2
383,NJ,New Jersey,1,Burger King,Northern NJ,0,0.3,Before,0,0,4.25,10,4.5,16,1.15,0.95,0.95,2,2
383,NJ,New Jersey,1,Burger King,Northern NJ,0,0.3,After,1,1,5.05,10,5.05,16,1.16,1.01,1.05,2,2
385,NJ,New Jersey,1,Burger King,Northern NJ,0,0.25,Before,0,0,4.25,26,4.25,17,,,,3,2
385,NJ,New Jersey,1,Burger King,Northern NJ,0,0.25,After,1,1,5.05,25,5.05,17,1.16,1.22,0.41,3,3
386,NJ,New Jersey,1,Burger King,Northern NJ,0,,Before,0,0,4.25,12.5,4.25,17,1.06,0.95,0.95,3,2
386,NJ,New Jersey,1,Burger King,Northern NJ,0,,After,1,1,5.05,23,5.05,17,1.05,0.95,0.95,4,2
391,NJ,New Jersey,1,KFC,Northern NJ,0,0.12,Before,0,0,4.25,19.5,4.25,10,1.06,1.06,2.66,3,3
391,NJ,New Jersey,1,KFC,Northern NJ,0,0.12,After,1,1,5.05,17.5,5.05,10,1.05,1.05,2.64,4,3
393,NJ,New Jersey,1,KFC,Northern NJ,1,1,Before,0,0,4.25,12,4.62,11,1.17,1.27,2.77,3,2
393,NJ,New Jersey,1,KFC,Northern NJ,1,1,After,1,1,5.05,23,5.25,11,1.16,1.26,2.75,3,2
396,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.1,Before,0,0,4.25,36,4.87,17,1.27,1.07,2.13,5,3
396,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.1,After,1,1,5.05,26,5.4,16,1.11,1.05,1.05,5,3
397,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.85,Before,0,0,4.25,21,4.25,17,1.12,1.02,1.06,4,3
397,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.85,After,1,1,5.05,16.5,5.05,17,1.17,1.06,2.11,4,3
398,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.25,Before,0,0,4.25,24.5,4.75,17,1.12,1.06,1.06,5,4
398,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.25,After,1,1,5.05,35.5,5.05,17,1.11,1.06,1.05,5,3
399,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,,Before,0,0,4.25,20,4.87,17,1.27,1.04,1.12,7,3
399,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,,After,1,1,5.05,31,5.05,16,1.26,1.08,1.05,7,4
400,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.5,Before,0,0,4.25,26.5,4.5,17,1.2,1.06,1.06,5,5
400,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.5,After,1,1,5.05,23,5.05,16,1.17,1.01,1.05,5,3
401,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0.18,Before,0,0,4.25,15,4.25,16,1.12,1.02,1.02,6,4
401,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0.18,After,1,1,5.05,22.5,5.05,16,1.12,1.05,1.05,6,4
402,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.2,Before,0,0,4.25,19,4.75,16,1.12,1.02,1.06,4,2
402,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.2,After,1,1,5.05,21.5,5.05,15,1.11,1.05,1.05,4,1
405,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.57,Before,0,0,4.25,17.5,4.32,17,1.12,1.02,1.06,7,4
405,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.57,After,1,1,5.05,12,5.05,16,1.12,1.01,1.05,6,3
406,NJ,New Jersey,1,Wendy's,Northern NJ,1,0,Before,0,0,4.25,33.5,5,11.5,1.02,,2.14,2,2
406,NJ,New Jersey,1,Wendy's,Northern NJ,1,0,After,1,1,5.05,32,5.5,12.5,0.84,0.94,1.99,2,2
409,NJ,New Jersey,1,Burger King,Northern NJ,0,0,Before,0,0,4.25,35,5,15,1.19,0.87,0.95,3,3
409,NJ,New Jersey,1,Burger King,Northern NJ,0,0,After,1,1,5.05,10.5,5.05,15,1.09,1.04,1.01,3,3
410,NJ,New Jersey,1,Burger King,Northern NJ,0,,Before,0,0,4.25,20.5,4.25,16,1.04,1.12,1.02,4,3
